mgi_id	viability	wol	mp_term_id_homozygote	mp_term_id_heterozygote	mp_term_id_hemizygote	mp_term_name_homozygote	mp_term_name_heterozygote	mp_term_name_hemizygote	allele_symbol_homozygote	allele_symbol_heterozygote	allele_symbol_hemizygote	strain_name_homozygote	strain_name_heterozygote	strain_name_hemizygote	procedure_name_successful	hom_early_adult	hem_early_adult	sucessful_procedures_13	ortholog	hgnc_id	gene_symbol	mean_depmap_gene_effect_score	depmap_essential_05	depmap_essential_1	fusil_all	fusil	max_col_raw	max_col_norm	max_tissue_raw	max_tissue_norm
MGI:2653229	viable	NA	MP:0002092|MP:0001304|MP:0001147|MP:0001325|MP:0001146|MP:0002699	NA	NA	abnormal eye morphology|cataract|small testis|abnormal retina morphology|abnormal testis morphology|abnormal vitreous body morphology	NA	NA	Zdhhc14<em1(IMPC)Mbp>	NA	NA	C57BL/6NCrl	NA	NA	Acoustic Startle and Pre-pulse Inhibition (PPI)|Auditory Brain Stem Response|Body Composition (DEXA lean/fat)|Clinical Chemistry|Combined SHIRPA and Dysmorphology|Electrocardiogram (ECG)|Eye Morphology|Fear Conditioning|Grip Strength|Gross Pathology and Tissue Collection|Heart Weight|Hematology|Insulin Blood Level|Open Field|Organ Weight|Viability Primary Screen|X-ray	17	0	yes	one2one	HGNC:20341	ZDHHC14	0.00201321399224775	n	n	VP	VP	66	19	Uterus	Brain_Spinal_cord_cervical_c.1
MGI:2653612	viable	NA	MP:0001399|MP:0002574	NA	NA	hyperactivity|increased vertical activity	NA	NA	Amigo1<tm1.1(KOMP)Vlcg>	NA	NA	C57BL/6NJ	NA	NA	Acoustic Startle and Pre-pulse Inhibition (PPI)|Auditory Brain Stem Response|Body Composition (DEXA lean/fat)|Clinical Chemistry|Combined SHIRPA and Dysmorphology|Electrocardiogram (ECG)|Eye Morphology|Fertility of Homozygous Knock-out Mice|Grip Strength|Heart Weight|Hematology|Hole-board Exploration|Intraperitoneal glucose tolerance test (IPGTT)|Light-Dark Test|Open Field - centre start|Viability Primary Screen	16	0	yes	one2one	HGNC:20824	AMIGO1	-0.152560864035817	n	n	VP	VP	12	12	Brain_Cerebellum	Brain_Cerebellum
MGI:2653678	viable	NA	MP:0020870|MP:0003131	NA	NA	decreased thigmotaxis|increased erythrocyte cell number	NA	NA	Akr1c19<em1(IMPC)J>	NA	NA	C57BL/6NJ	NA	NA	Acoustic Startle and Pre-pulse Inhibition (PPI)|Auditory Brain Stem Response|Body Composition (DEXA lean/fat)|Clinical Chemistry|Combined SHIRPA and Dysmorphology|Electrocardiogram (ECG)|Eye Morphology|Fertility of Homozygous Knock-out Mice|Grip Strength|Heart Weight|Hematology|Hole-board Exploration|Intraperitoneal glucose tolerance test (IPGTT)|Light-Dark Test|Open Field - centre start|Viability Primary Screen	16	0	yes	NA	NA	NA	NA	NA	NA	no_one2one_orhtolog	NA	NA	NA	NA	NA
MGI:2653690	subviable	NA	MP:0002968|MP:0011110|MP:0001303|MP:0004738|MP:0001312|MP:0001289|MP:0000443|MP:0000438|MP:0006358|MP:0011239|MP:0001304|MP:0002100|MP:0005627|MP:0001307|MP:0001322|MP:0001314	NA	NA	increased circulating alkaline phosphatase level|preweaning lethality, incomplete penetrance|abnormal lens morphology|abnormal auditory brainstem response|abnormal cornea morphology|persistence of hyaloid vascular system|abnormal snout morphology|abnormal cranium morphology|absent pinna reflex|abnormal skin coloration|cataract|abnormal tooth morphology|increased circulating potassium level|fused cornea and lens|abnormal iris morphology|corneal opacity	NA	NA	Agap1<tm1a(EUCOMM)Wtsi>	NA	NA	C57BL/6N	NA	NA	Anti-nuclear antibody assay|Auditory Brain Stem Response|Body Composition (DEXA lean/fat)|Bone marrow immunophenotyping|Clinical Chemistry|Combined SHIRPA and Dysmorphology|Ear epidermis immunophenotyping|Eye Morphology|Fertility of Homozygous Knock-out Mice|Grip Strength|Heart Weight|Hematology|Insulin Blood Level|Intraperitoneal glucose tolerance test (IPGTT)|Mesenteric Lymph Node Immunophenotyping|Spleen Immunophenotyping|Viability Primary Screen|Whole blood peripheral blood leukocyte immunophenotyping|X-ray	19	0	yes	one2one	HGNC:16922	AGAP1	0.0669491666489754	n	n	SV	SV	14	8	Brain_Frontal_Cortex_BA9	Brain_Amygdala
MGI:2653822	viable	NA	MP:0010124|MP:0003961|MP:0000063|MP:0010024|MP:0006243	NA	NA	decreased bone mineral content|decreased lean body mass|decreased bone mineral density|increased total body fat amount|impaired pupillary reflex	NA	NA	Adam32<tm1b(KOMP)Wtsi>	NA	NA	C57BL/6NJ	NA	NA	Acoustic Startle and Pre-pulse Inhibition (PPI)|Auditory Brain Stem Response|Body Composition (DEXA lean/fat)|Clinical Chemistry|Combined SHIRPA and Dysmorphology|Electrocardiogram (ECG)|Eye Morphology|Fertility of Homozygous Knock-out Mice|Grip Strength|Gross Pathology and Tissue Collection|Heart Weight|Hematology|Hole-board Exploration|Intraperitoneal glucose tolerance test (IPGTT)|Light-Dark Test|Open Field - centre start|Sleep Wake|Viability Primary Screen	18	0	yes	one2one	HGNC:15479	ADAM32	-0.054474528244663	n	n	VP	VP	64	64	Testis	Testis
MGI:2653863	viable	NA	MP:0000274|MP:0002135|MP:0000266|MP:0002339|MP:0001147|MP:0001146|MP:0002941	NA	NA	enlarged heart|abnormal kidney morphology|abnormal heart morphology|abnormal lymph node morphology|small testis|abnormal testis morphology|increased circulating alanine transaminase level	NA	NA	Gpbar1<tm1.1(KOMP)Vlcg>	NA	NA	C57BL/6NCrl	NA	NA	Acoustic Startle and Pre-pulse Inhibition (PPI)|Auditory Brain Stem Response|Body Composition (DEXA lean/fat)|Clinical Chemistry|Combined SHIRPA and Dysmorphology|Electrocardiogram (ECG)|Eye Morphology|Fertility of Homozygous Knock-out Mice|Grip Strength|Gross Pathology and Tissue Collection|Heart Weight|Hematology|Indirect Calorimetry|Insulin Blood Level|Intraperitoneal glucose tolerance test (IPGTT)|Open Field|Organ Weight|Viability Primary Screen|X-ray	19	0	yes	one2one	HGNC:19680	GPBAR1	-0.109677134405324	n	n	VP	VP	63	68	Stomach_Muscularis	Whole_Blood
MGI:2653880	viable	NA	MP:0001406|MP:0004924	NA	NA	abnormal gait|abnormal behavior	NA	NA	Gpr156<tm1.1(KOMP)Vlcg>	NA	NA	C57BL/6NJ	NA	NA	Acoustic Startle and Pre-pulse Inhibition (PPI)|Auditory Brain Stem Response|Body Composition (DEXA lean/fat)|Clinical Chemistry|Combined SHIRPA and Dysmorphology|Electrocardiogram (ECG)|Eye Morphology|Fertility of Homozygous Knock-out Mice|Grip Strength|Gross Pathology and Tissue Collection|Heart Weight|Hematology|Hole-board Exploration|Intraperitoneal glucose tolerance test (IPGTT)|Light-Dark Test|Open Field - centre start|Rotarod|Sleep Wake|Urinalysis|Viability Primary Screen	20	0	yes	one2one	HGNC:20844	GPR156	0.0587009730309007	n	n	VP	VP	64	64	Testis	Testis
MGI:2654070	viable	NA	MP:0000367|MP:0010025|MP:0000598|MP:0001258|MP:0001891|MP:0001402|MPATH:212|MP:0010053|MP:0001417|MP:0002060|MP:0003960|MP:0003068|MP:0000220|MP:0005179|MP:0002339|MP:0002152|MP:0000266|MP:0001399|MP:0001489|MP:0000702|MP:0000219|MP:0000063|MP:0000186|MP:0005016|MP:0010124|MP:0005419|MP:0000601|MP:0002590|MP:0002135|MP:0000274	NA	NA	abnormal coat/ hair morphology|decreased total body fat amount|abnormal liver morphology|decreased body length|hydrocephaly|decreased locomotor activity|inflammation|decreased grip strength|decreased exploration in new environment|abnormal skin morphology|increased lean body mass|enlarged kidney|increased monocyte cell number|decreased circulating cholesterol level|abnormal lymph node morphology|abnormal brain morphology|abnormal heart morphology|hyperactivity|decreased startle reflex|enlarged lymph nodes|increased neutrophil cell number|decreased bone mineral density|decreased circulating HDL cholesterol level|decreased lymphocyte cell number|decreased bone mineral content|decreased circulating serum albumin level|small liver|increased mean corpuscular volume|abnormal kidney morphology|enlarged heart	NA	NA	Sox21<em1(IMPC)Mbp>	NA	NA	C57BL/6NCrl	NA	NA	Acoustic Startle and Pre-pulse Inhibition (PPI)|Auditory Brain Stem Response|Body Composition (DEXA lean/fat)|Clinical Chemistry|Combined SHIRPA and Dysmorphology|Electrocardiogram (ECG)|Fear Conditioning|Grip Strength|Gross Pathology and Tissue Collection|Heart Weight|Hematology|Histopathology|Insulin Blood Level|Open Field|Organ Weight|Viability Primary Screen|X-ray	17	0	yes	one2one	HGNC:11197	SOX21	0.0768158046410143	n	n	VP	VP	55	55	Skin_Sun_Exposed_Lower_leg	Skin_Sun_Exposed_Lower_leg
MGI:2654437	viable	NA	MP:0000709|MP:0000266|MP:0000277|MP:0001303|MP:0000703	NA	NA	enlarged thymus|abnormal heart morphology|abnormal heart shape|abnormal lens morphology|abnormal thymus morphology	NA	NA	Asb16<em1(IMPC)Ccpcz>	NA	NA	C57BL/6NCrl	NA	NA	Acoustic Startle and Pre-pulse Inhibition (PPI)|Auditory Brain Stem Response|Clinical Chemistry|Combined SHIRPA and Dysmorphology|Dark-Light Test|Echo|Electrocardiogram (ECG)|Eye Morphology|Fear Conditioning|Fertility of Homozygous Knock-out Mice|Grip Strength|Gross Pathology and Tissue Collection|Heart Weight|Hematology|Immunophenotyping|Indirect Calorimetry|Intraperitoneal glucose tolerance test (IPGTT)|Lung mechanics by forced oscillations|Open Field|Organ Weight|Viability Primary Screen|X-ray	22	0	yes	one2one	HGNC:19768	ASB16	-0.168018607286947	n	n	VP	VP	45	45	Muscle_Skeletal	Muscle_Skeletal
MGI:2654470	viable	NA	MP:0002968|MP:0001399|MP:0010053|MP:0000443	NA	NA	increased circulating alkaline phosphatase level|hyperactivity|decreased grip strength|abnormal snout morphology	NA	NA	Ctdsp1<tm1b(EUCOMM)Wtsi>	NA	NA	C57BL/6NTac	NA	NA	Acoustic Startle and Pre-pulse Inhibition (PPI)|Auditory Brain Stem Response|Body Composition (DEXA lean/fat)|Clinical Chemistry|Combined SHIRPA and Dysmorphology|Echo|Eye Morphology|Grip Strength|Gross Pathology and Tissue Collection|Indirect Calorimetry|Intraperitoneal glucose tolerance test (IPGTT)|Open Field|Organ Weight|Viability Primary Screen|X-ray	15	0	yes	one2one	HGNC:21614	CTDSP1	0.0268720040304017	n	n	VP	VP	25	53	Cervix_Endocervix	Prostate
MGI:2654575	viable	NA	MP:0001556	NA	NA	increased circulating HDL cholesterol level	NA	NA	Cybrd1<tm1b(EUCOMM)Hmgu>	NA	NA	C57BL/6NTac	NA	NA	Acoustic Startle and Pre-pulse Inhibition (PPI)|Auditory Brain Stem Response|Body Composition (DEXA lean/fat)|Clinical Chemistry|Combined SHIRPA and Dysmorphology|Echo|Eye Morphology|Fertility of Homozygous Knock-out Mice|Grip Strength|Gross Pathology and Tissue Collection|Hematology|Indirect Calorimetry|Intraperitoneal glucose tolerance test (IPGTT)|Open Field|Organ Weight|Viability Primary Screen|X-ray	17	0	yes	one2one	HGNC:20797	CYBRD1	-0.0572325424439483	n	n	VP	VP	4	65	Artery_Aorta	Thyroid
MGI:2654703	lethal	no data	MP:0011100	NA	NA	preweaning lethality, complete penetrance	NA	NA	Otud7b<tm1b(EUCOMM)Wtsi>	NA	NA	C57BL/6N	NA	NA	NA	NA	NA	NA	one2one	HGNC:16683	OTUD7B	-0.0578285668344131	n	n	DL	DL	46	19	Nerve_Tibial	Brain_Spinal_cord_cervical_c.1
MGI:2655109	viable	NA	MP:0005344	NA	NA	increased circulating bilirubin level	NA	NA	Asb18<em1(IMPC)J>	NA	NA	C57BL/6NJ	NA	NA	Acoustic Startle and Pre-pulse Inhibition (PPI)|Auditory Brain Stem Response|Body Composition (DEXA lean/fat)|Clinical Chemistry|Combined SHIRPA and Dysmorphology|Electrocardiogram (ECG)|Eye Morphology|Fertility of Homozygous Knock-out Mice|Grip Strength|Heart Weight|Hematology|Hole-board Exploration|Intraperitoneal glucose tolerance test (IPGTT)|Light-Dark Test|Open Field - centre start|Viability Primary Screen	16	0	yes	one2one	HGNC:19770	ASB18	0.0473473702052847	n	n	VP	VP	36	36	Heart_Left_Ventricle	Heart_Left_Ventricle
MGI:2655198	viable	NA	MP:0001926	NA	NA	female infertility	NA	NA	Padi6<tm1b(KOMP)Wtsi>	NA	NA	C57BL/6NCrl	NA	NA	Acoustic Startle and Pre-pulse Inhibition (PPI)|Auditory Brain Stem Response|Body Composition (DEXA lean/fat)|Clinical Chemistry|Combined SHIRPA and Dysmorphology|Electrocardiogram (ECG)|Eye Morphology|Fertility of Homozygous Knock-out Mice|Grip Strength|Gross Pathology and Tissue Collection|Heart Weight|Hematology|Indirect Calorimetry|Insulin Blood Level|Intraperitoneal glucose tolerance test (IPGTT)|Open Field|Organ Weight|Viability Primary Screen|X-ray	19	0	yes	one2one	HGNC:20449	PADI6	-0.392918813469647	n	n	VP	VP	68	68	Whole_Blood	Whole_Blood
MGI:2655364	viable	NA	MP:0010052	NA	NA	increased grip strength	NA	NA	Shc4<em1(IMPC)J>	NA	NA	C57BL/6NJ	NA	NA	Acoustic Startle and Pre-pulse Inhibition (PPI)|Auditory Brain Stem Response|Clinical Chemistry|Combined SHIRPA and Dysmorphology|Electrocardiogram (ECG)|Eye Morphology|Fertility of Homozygous Knock-out Mice|Grip Strength|Heart Weight|Hematology|Hole-board Exploration|Intraperitoneal glucose tolerance test (IPGTT)|Light-Dark Test|Open Field - centre start|Viability Primary Screen	15	0	yes	one2one	HGNC:16743	SHC4	-0.0690765536308927	n	n	VP	VP	46	46	Nerve_Tibial	Nerve_Tibial
MGI:2655401	viable	NA	MP:0010053	NA	NA	decreased grip strength	NA	NA	Scgb1c1<em1(IMPC)J>	NA	NA	C57BL/6NJ	NA	NA	Acoustic Startle and Pre-pulse Inhibition (PPI)|Auditory Brain Stem Response|Body Composition (DEXA lean/fat)|Clinical Chemistry|Combined SHIRPA and Dysmorphology|Electrocardiogram (ECG)|Eye Morphology|Fertility of Homozygous Knock-out Mice|Grip Strength|Heart Weight|Hematology|Hole-board Exploration|Intraperitoneal glucose tolerance test (IPGTT)|Light-Dark Test|Open Field - centre start|Viability Primary Screen	16	0	yes	NA	NA	NA	NA	NA	NA	no_one2one_orhtolog	NA	NA	NA	NA	NA
MGI:2655562	viable	NA	MP:0001304|MP:0006203|MP:0002591|MP:0000601|MP:0002699|MP:0002092|MP:0000598|MP:0001325|MP:0005562|MP:0002060|MP:0000219|MP:0002574	NA	NA	cataract|eye hemorrhage|decreased mean corpuscular volume|small liver|abnormal vitreous body morphology|abnormal eye morphology|abnormal liver morphology|abnormal retina morphology|decreased mean corpuscular hemoglobin|abnormal skin morphology|increased neutrophil cell number|increased vertical activity	NA	NA	Adgrl4<em1(IMPC)Mbp>	NA	NA	C57BL/6NCrl	NA	NA	Acoustic Startle and Pre-pulse Inhibition (PPI)|Auditory Brain Stem Response|Clinical Chemistry|Combined SHIRPA and Dysmorphology|Electrocardiogram (ECG)|Eye Morphology|Fear Conditioning|Fertility of Homozygous Knock-out Mice|Grip Strength|Gross Pathology and Tissue Collection|Heart Weight|Hematology|Insulin Blood Level|Intraperitoneal glucose tolerance test (IPGTT)|Open Field|Organ Weight|Viability Primary Screen|X-ray	18	0	yes	one2one	HGNC:20822	ADGRL4	0.109248554843092	n	n	VP	VP	1	1	Adipose_Subcutaneous	Adipose_Subcutaneous
MGI:2656973	viable	NA	MP:0005561|MP:0002968|MP:0002590|MP:0005419|MP:0005343|MP:0001399	NA	NA	increased mean corpuscular hemoglobin|increased circulating alkaline phosphatase level|increased mean corpuscular volume|decreased circulating serum albumin level|increased circulating aspartate transaminase level|hyperactivity	NA	NA	Dtx3l<em1(IMPC)H>	NA	NA	C57BL/6NTac	NA	NA	Acoustic Startle and Pre-pulse Inhibition (PPI)|Clinical Chemistry|Combined SHIRPA and Dysmorphology|Electrocardiogram (ECG)|Eye Morphology|Grip Strength|Intraperitoneal glucose tolerance test (IPGTT)|Open Field|Viability Primary Screen	9	0	no	one2one	HGNC:30323	DTX3L	-0.000697950255461328	n	n	VP	VP	23	23	Cells_EBV.transformed_lymphocytes	Cells_EBV.transformed_lymphocytes
MGI:2657115	viable	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Acoustic Startle and Pre-pulse Inhibition (PPI)|Auditory Brain Stem Response|Body Composition (DEXA lean/fat)|Clinical Chemistry|Combined SHIRPA and Dysmorphology|Electrocardiogram (ECG)|Eye Morphology|Fertility of Homozygous Knock-out Mice|Grip Strength|Gross Pathology and Tissue Collection|Heart Weight|Hematology|Indirect Calorimetry|Insulin Blood Level|Intraperitoneal glucose tolerance test (IPGTT)|Open Field|Organ Weight|Viability Primary Screen|X-ray	19	0	yes	one2one	HGNC:25032	FAM151A	-0.0252631463902546	n	n	VnP	VnP	37	37	Kidney_Cortex	Kidney_Cortex
MGI:2658851	viable	NA	MP:0001486|MP:0010053|MP:0000556|MP:0003179|MP:0020870|MP:0001566	NA	NA	abnormal startle reflex|decreased grip strength|abnormal hindlimb morphology|thrombocytopenia|decreased thigmotaxis|increased circulating phosphate level	NA	NA	Ofcc1<em1(IMPC)J>	NA	NA	C57BL/6NJ	NA	NA	Acoustic Startle and Pre-pulse Inhibition (PPI)|Auditory Brain Stem Response|Body Composition (DEXA lean/fat)|Clinical Chemistry|Combined SHIRPA and Dysmorphology|Electrocardiogram (ECG)|Eye Morphology|Fertility of Homozygous Knock-out Mice|Grip Strength|Heart Weight|Hematology|Hole-board Exploration|Intraperitoneal glucose tolerance test (IPGTT)|Light-Dark Test|Open Field - centre start|Viability Primary Screen	16	0	yes	NA	NA	NA	NA	NA	NA	no_one2one_orhtolog	NA	NA	NA	NA	NA
MGI:2659021	viable	NA	MP:0002135|MP:0010123|MP:0000702|MP:0000689|MP:0002942|MP:0005632|MP:0002059|MP:0002339|MP:0002060|MP:0002997|MP:0000221|MP:0002092|MP:0000367	NA	NA	abnormal kidney morphology|increased bone mineral content|enlarged lymph nodes|abnormal spleen morphology|decreased circulating alanine transaminase level|decreased circulating aspartate transaminase level|abnormal seminal vesicle morphology|abnormal lymph node morphology|abnormal skin morphology|enlarged seminal vesicle|decreased leukocyte cell number|abnormal eye morphology|abnormal coat/ hair morphology	NA	NA	Phactr1<em1(IMPC)Mbp>	NA	NA	C57BL/6NCrl	NA	NA	Acoustic Startle and Pre-pulse Inhibition (PPI)|Auditory Brain Stem Response|Body Composition (DEXA lean/fat)|Clinical Chemistry|Combined SHIRPA and Dysmorphology|Electrocardiogram (ECG)|Eye Morphology|Fertility of Homozygous Knock-out Mice|Grip Strength|Gross Pathology and Tissue Collection|Heart Weight|Hematology|Histopathology|Indirect Calorimetry|Insulin Blood Level|Intraperitoneal glucose tolerance test (IPGTT)|Open Field|Organ Weight|Viability Primary Screen|X-ray	20	0	yes	one2one	HGNC:20990	PHACTR1	-0.0151037456739648	n	n	VP	VP	17	17	Brain_Nucleus_accumbens_basal_ganglia	Brain_Nucleus_accumbens_basal_ganglia
MGI:2659071	lethal	intermediate lethal	MP:0013293|MP:0011100	MP:0001325|MP:0005344|MP:0001417	NA	embryonic lethality prior to tooth bud stage|preweaning lethality, complete penetrance	abnormal retina morphology|increased circulating bilirubin level|decreased exploration in new environment	NA	Rapgef2<em1(IMPC)H>	Rapgef2<em1(IMPC)H>	NA	C57BL/6NTac	C57BL/6NTac	NA	NA	NA	NA	NA	one2one	HGNC:16854	RAPGEF2	-0.0109081265176341	n	n	DL	DL	23	14	Cells_EBV.transformed_lymphocytes	Brain_Frontal_Cortex_BA9
MGI:2660692	viable	NA	MP:0002932|MP:0004509|MP:0003961|MP:0000558	NA	NA	abnormal joint morphology|abnormal pelvic girdle bone morphology|decreased lean body mass|abnormal tibia morphology	NA	NA	C1rl<tm1b(EUCOMM)Hmgu>	NA	NA	C57BL/6NTac	NA	NA	Acoustic Startle and Pre-pulse Inhibition (PPI)|Auditory Brain Stem Response|Body Composition (DEXA lean/fat)|Clinical Chemistry|Combined SHIRPA and Dysmorphology|Echo|Electrocardiogram (ECG)|Eye Morphology|Fertility of Homozygous Knock-out Mice|Grip Strength|Gross Pathology and Tissue Collection|Intraperitoneal glucose tolerance test (IPGTT)|Open Field|Organ Weight|Viability Primary Screen|X-ray	16	0	yes	one2one	HGNC:21265	C1RL	0.0535769986930227	n	n	VP	VP	41	40	Liver_Mixed_Cell	Liver_Hepatocyte
MGI:2660884	viable	NA	MP:0001399|MP:0005561|MP:0000218|MP:0010052|MP:0002590|MP:0001415	NA	NA	hyperactivity|increased mean corpuscular hemoglobin|increased leukocyte cell number|increased grip strength|increased mean corpuscular volume|increased exploration in new environment	NA	NA	Csnk1g1<em1(IMPC)J>	NA	NA	C57BL/6NJ	NA	NA	Acoustic Startle and Pre-pulse Inhibition (PPI)|Auditory Brain Stem Response|Body Composition (DEXA lean/fat)|Clinical Chemistry|Combined SHIRPA and Dysmorphology|Eye Morphology|Fertility of Homozygous Knock-out Mice|Grip Strength|Heart Weight|Hematology|Hole-board Exploration|Intraperitoneal glucose tolerance test (IPGTT)|Light-Dark Test|Open Field - centre start|Viability Primary Screen	15	0	yes	one2one	HGNC:2454	CSNK1G1	-0.057382067123178	n	n	VP	VP	64	64	Testis	Testis
MGI:2661081	viable	NA	MP:0002833|MP:0010025|MP:0001402	NA	NA	increased heart weight|decreased total body fat amount|decreased locomotor activity	NA	NA	Acvr1c<tm1b(EUCOMM)Hmgu>	NA	NA	C57BL/6NJ	NA	NA	Acoustic Startle and Pre-pulse Inhibition (PPI)|Auditory Brain Stem Response|Body Composition (DEXA lean/fat)|Clinical Chemistry|Combined SHIRPA and Dysmorphology|Electrocardiogram (ECG)|Eye Morphology|Fertility of Homozygous Knock-out Mice|Grip Strength|Heart Weight|Hematology|Hole-board Exploration|Intraperitoneal glucose tolerance test (IPGTT)|Light-Dark Test|Open Field - centre start|Viability Primary Screen	16	0	yes	one2one	HGNC:18123	ACVR1C	0.122304286858663	n	n	VP	VP	1	1	Adipose_Subcutaneous	Adipose_Subcutaneous
MGI:2661120	viable	NA	MP:0020870|MP:0001402	NA	NA	decreased thigmotaxis|decreased locomotor activity	NA	NA	Actr3b<em1(IMPC)J>	NA	NA	C57BL/6NJ	NA	NA	Acoustic Startle and Pre-pulse Inhibition (PPI)|Auditory Brain Stem Response|Body Composition (DEXA lean/fat)|Clinical Chemistry|Combined SHIRPA and Dysmorphology|Electrocardiogram (ECG)|Eye Morphology|Fertility of Homozygous Knock-out Mice|Grip Strength|Heart Weight|Hematology|Hole-board Exploration|Intraperitoneal glucose tolerance test (IPGTT)|Light-Dark Test|Open Field - centre start|Viability Primary Screen	16	0	yes	one2one	HGNC:17256	ACTR3B	0.0177046606983368	n	n	VP	VP	17	17	Brain_Nucleus_accumbens_basal_ganglia	Brain_Nucleus_accumbens_basal_ganglia
MGI:2661175	viable	NA	MP:0001415|MP:0003795	NA	MP:0005293	increased exploration in new environment|abnormal bone structure	NA	impaired glucose tolerance	Cnksr2<em1(IMPC)J>	NA	Cnksr2<em1(IMPC)J>	C57BL/6NJ	NA	C57BL/6NJ	Acoustic Startle and Pre-pulse Inhibition (PPI)|Auditory Brain Stem Response|Body Composition (DEXA lean/fat)|Clinical Chemistry|Combined SHIRPA and Dysmorphology|Electrocardiogram (ECG)|Eye Morphology|Fertility of Homozygous Knock-out Mice|Grip Strength|Heart Weight|Hole-board Exploration|Intraperitoneal glucose tolerance test (IPGTT)|Light-Dark Test|Open Field - centre start|Viability Primary Screen	15	0	yes	one2one	HGNC:19701	CNKSR2	-0.0152990703418653	n	n	VP	VP	11	11	Brain_Cerebellar_Hemisphere	Brain_Cerebellar_Hemisphere
MGI:2661187	viable	NA	MP:0001529	NA	NA	abnormal vocalization	NA	NA	Synm<tm1.1(KOMP)Vlcg>	NA	NA	C57BL/6NCrl	NA	NA	Acoustic Startle and Pre-pulse Inhibition (PPI)|Auditory Brain Stem Response|Body Composition (DEXA lean/fat)|Clinical Chemistry|Combined SHIRPA and Dysmorphology|Electrocardiogram (ECG)|Eye Morphology|Fertility of Homozygous Knock-out Mice|Grip Strength|Gross Pathology and Tissue Collection|Heart Weight|Hematology|Indirect Calorimetry|Insulin Blood Level|Intraperitoneal glucose tolerance test (IPGTT)|Open Field|Organ Weight|Viability Primary Screen|X-ray	19	0	yes	one2one	HGNC:24466	SYNM	-0.468356425311745	n	n	VP	VP	33	33	Esophagus_Muscularis	Esophagus_Muscularis
MGI:2661234	viable	NA	MP:0000689|MP:0000703|MP:0002060|MP:0001262|MP:0000709|MP:0001147|MP:0000692|MP:0009141|MP:0001120|MP:0001146|MP:0004906|MP:0000691	NA	NA	abnormal spleen morphology|abnormal thymus morphology|abnormal skin morphology|decreased body weight|enlarged thymus|small testis|small spleen|increased prepulse inhibition|abnormal uterus morphology|abnormal testis morphology|enlarged uterus|enlarged spleen	NA	NA	Prss33<em1(IMPC)Ccpcz>	NA	NA	C57BL/6NCrl	NA	NA	Acoustic Startle and Pre-pulse Inhibition (PPI)|Auditory Brain Stem Response|Clinical Chemistry|Combined SHIRPA and Dysmorphology|Dark-Light Test|Echo|Electrocardiogram (ECG)|Eye Morphology|Fear Conditioning|Fertility of Homozygous Knock-out Mice|Grip Strength|Gross Pathology and Tissue Collection|Heart Weight|Hematology|Immunophenotyping|Indirect Calorimetry|Intraperitoneal glucose tolerance test (IPGTT)|Lung mechanics by forced oscillations|Open Field|Organ Weight|Viability Primary Screen|X-ray	22	0	yes	one2one	HGNC:30405	PRSS33	0.15359717946472	n	n	VP	VP	44	68	Minor_Salivary_Gland	Whole_Blood
MGI:2661384	viable	NA	MP:0005419|MP:0010025|MP:0001925|MP:0003960|MP:0010067|MP:0005561	NA	NA	decreased circulating serum albumin level|decreased total body fat amount|male infertility|increased lean body mass|increased red blood cell distribution width|increased mean corpuscular hemoglobin	NA	NA	Nutm1<tm1b(KOMP)Wtsi>	NA	NA	C57BL/6N	NA	NA	Body Composition (DEXA lean/fat)|Clinical Chemistry|Combined SHIRPA and Dysmorphology|Fertility of Homozygous Knock-out Mice|Hematology|Insulin Blood Level|Intraperitoneal glucose tolerance test (IPGTT)|Viability Primary Screen	8	0	no	one2one	HGNC:29919	NUTM1	-0.0142693763889402	n	n	VP	VP	64	64	Testis	Testis
MGI:2661416	lethal	NA	MP:0011100	MP:0000218|MP:0002591	NA	preweaning lethality, complete penetrance	increased leukocyte cell number|decreased mean corpuscular volume	NA	Snx13<tm1b(EUCOMM)Hmgu>	Snx13<tm1b(EUCOMM)Hmgu>	NA	C57BL/6NCrl	C57BL/6NCrl	NA	NA	NA	NA	NA	one2one	HGNC:21335	SNX13	0.0444899644669263	n	n	DL	DL	46	45	Nerve_Tibial	Muscle_Skeletal
